Title,user_id,timestamp,comment,likes,reposts,sentiment
L.A. buyers rush for EVs as tax breaks expire,user_2366,2025-10-09T01:38:10.547444,Glad to see this happening.,3,9,positive
L.A. buyers rush for EVs as tax breaks expire,user_7727,2025-10-09T01:38:10.547447,"Finally, leadership we can trust.",32,39,positive
L.A. buyers rush for EVs as tax breaks expire,user_5589,2025-10-09T01:38:10.547450,About time someone took action!,97,43,neutral
L.A. buyers rush for EVs as tax breaks expire,user_7630,2025-10-09T01:38:10.547454,Couldn't agree more with this approach.,91,21,negative
L.A. buyers rush for EVs as tax breaks expire,user_3185,2025-10-09T01:38:10.547458,Strong leadership is what we need.,2,38,positive
L.A. buyers rush for EVs as tax breaks expire,user_1492,2025-10-09T01:38:10.547461,Glad to see this happening.,56,33,positive
L.A. buyers rush for EVs as tax breaks expire,user_4838,2025-10-09T01:38:10.547463,Glad to see this happening.,25,9,positive
L.A. buyers rush for EVs as tax breaks expire,user_2857,2025-10-09T01:38:10.547468,Strong leadership is what we need.,15,1,positive
L.A. buyers rush for EVs as tax breaks expire,user_9099,2025-10-09T01:38:10.547471,Strong leadership is what we need.,19,13,positive
L.A. buyers rush for EVs as tax breaks expire,user_1892,2025-10-09T01:38:10.547474,Makes perfect sense to me.,11,22,positive
L.A. buyers rush for EVs as tax breaks expire,user_2109,2025-10-09T01:38:10.547477,Glad to see this happening.,14,31,positive
L.A. buyers rush for EVs as tax breaks expire,user_9155,2025-10-09T01:38:10.547480,Makes perfect sense to me.,86,20,positive
L.A. buyers rush for EVs as tax breaks expire,user_3715,2025-10-09T01:38:10.547486,This shows accountability.,13,41,neutral
L.A. buyers rush for EVs as tax breaks expire,user_8929,2025-10-09T01:38:10.547489,Makes perfect sense to me.,11,10,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_2312,2025-10-09T01:38:10.547492,This shows accountability.,50,19,neutral
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_8447,2025-10-09T01:38:10.547495,Couldn't agree more with this approach.,66,12,negative
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_9343,2025-10-09T01:38:10.547498,Makes perfect sense to me.,62,26,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_4525,2025-10-09T01:38:10.547501,Makes perfect sense to me.,53,2,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_9557,2025-10-09T01:38:10.547504,Right decision at the right time.,87,23,neutral
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_9294,2025-10-09T01:38:10.547507,This shows accountability.,52,29,neutral
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_8759,2025-10-09T01:38:10.547512,Couldn't agree more with this approach.,23,1,negative
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_9981,2025-10-09T01:38:10.547516,"Finally, leadership we can trust.",63,26,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_1992,2025-10-09T01:38:10.547521,This shows accountability.,25,13,neutral
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_8444,2025-10-09T01:38:10.547526,About time someone took action!,51,1,neutral
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_6484,2025-10-09T01:38:10.547531,"Finally, leadership we can trust.",59,45,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_7385,2025-10-09T01:38:10.547534,Couldn't agree more with this approach.,96,1,negative
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_6625,2025-10-09T01:38:10.547538,Makes perfect sense to me.,92,28,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_7728,2025-10-09T01:38:10.547543,This is exactly what we need.,71,46,neutral
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_1002,2025-10-09T01:38:10.547548,Right decision at the right time.,16,35,neutral
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_2554,2025-10-09T01:38:10.547553,Strong leadership is what we need.,55,47,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_9466,2025-10-09T01:38:10.547560,This will strengthen our country.,75,2,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_4675,2025-10-09T01:38:10.547563,Glad to see this happening.,67,12,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_4264,2025-10-09T01:38:10.547566,Glad to see this happening.,34,24,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_7482,2025-10-09T01:38:10.547569,Strong leadership is what we need.,78,38,positive
Experts question Trump's pharma tariffs,user_7936,2025-10-09T01:38:10.547573,Strong leadership is what we need.,70,18,positive
Experts question Trump's pharma tariffs,user_1690,2025-10-09T01:38:10.547576,About time someone took action!,100,47,neutral
Experts question Trump's pharma tariffs,user_7839,2025-10-09T01:38:10.547579,Strong leadership is what we need.,20,32,positive
Experts question Trump's pharma tariffs,user_9209,2025-10-09T01:38:10.547582,This shows accountability.,65,16,neutral
Experts question Trump's pharma tariffs,user_4138,2025-10-09T01:38:10.547587,This will strengthen our country.,72,47,positive
Experts question Trump's pharma tariffs,user_6869,2025-10-09T01:38:10.547590,Strong leadership is what we need.,60,46,positive
Experts question Trump's pharma tariffs,user_5843,2025-10-09T01:38:10.547592,Right decision at the right time.,14,42,neutral
Experts question Trump's pharma tariffs,user_1005,2025-10-09T01:38:10.547595,Couldn't agree more with this approach.,66,10,negative
Experts question Trump's pharma tariffs,user_7225,2025-10-09T01:38:10.547598,Makes perfect sense to me.,58,18,positive
Experts question Trump's pharma tariffs,user_6269,2025-10-09T01:38:10.547601,This shows accountability.,34,33,neutral
Experts question Trump's pharma tariffs,user_9277,2025-10-09T01:38:10.547604,This is exactly what we need.,55,19,neutral
Experts question Trump's pharma tariffs,user_9541,2025-10-09T01:38:10.547607,Strong leadership is what we need.,31,10,positive
Experts question Trump's pharma tariffs,user_4666,2025-10-09T01:38:10.547610,Makes perfect sense to me.,68,16,positive
Experts question Trump's pharma tariffs,user_5291,2025-10-09T01:38:10.547613,Strong leadership is what we need.,69,8,positive
Experts question Trump's pharma tariffs,user_6027,2025-10-09T01:38:10.547616,Makes perfect sense to me.,42,15,positive
Experts question Trump's pharma tariffs,user_6709,2025-10-09T01:38:10.547621,This will strengthen our country.,90,49,positive
Experts question Trump's pharma tariffs,user_3055,2025-10-09T01:38:10.547623,Right decision at the right time.,87,25,neutral
Experts question Trump's pharma tariffs,user_2542,2025-10-09T01:38:10.547626,Couldn't agree more with this approach.,77,0,negative
Experts question Trump's pharma tariffs,user_7543,2025-10-09T01:38:10.547629,Right decision at the right time.,60,50,neutral
Experts question Trump's pharma tariffs,user_5969,2025-10-09T01:38:10.547633,Glad to see this happening.,50,24,positive
Android's Handoff alternative is coming,user_6405,2025-10-09T01:38:10.547641,Couldn't agree more with this approach.,86,3,negative
Android's Handoff alternative is coming,user_7778,2025-10-09T01:38:10.547646,Couldn't agree more with this approach.,12,44,negative
Android's Handoff alternative is coming,user_6394,2025-10-09T01:38:10.547650,"Finally, leadership we can trust.",87,17,positive
Android's Handoff alternative is coming,user_8459,2025-10-09T01:38:10.547655,This will strengthen our country.,41,13,positive
Android's Handoff alternative is coming,user_4151,2025-10-09T01:38:10.547659,Couldn't agree more with this approach.,73,48,negative
Android's Handoff alternative is coming,user_2931,2025-10-09T01:38:10.547664,Strong leadership is what we need.,10,13,positive
Android's Handoff alternative is coming,user_3386,2025-10-09T01:38:10.547668,Makes perfect sense to me.,66,38,positive
Android's Handoff alternative is coming,user_7788,2025-10-09T01:38:10.547673,Glad to see this happening.,93,19,positive
Android's Handoff alternative is coming,user_4355,2025-10-09T01:38:10.547678,Makes perfect sense to me.,61,10,positive
Android's Handoff alternative is coming,user_3247,2025-10-09T01:38:10.547682,This will strengthen our country.,39,41,positive
Android's Handoff alternative is coming,user_6156,2025-10-09T01:38:10.547687,Glad to see this happening.,9,8,positive
Android's Handoff alternative is coming,user_9095,2025-10-09T01:38:10.547694,Couldn't agree more with this approach.,74,49,negative
Android's Handoff alternative is coming,user_5442,2025-10-09T01:38:10.547697,Couldn't agree more with this approach.,50,38,negative
Android's Handoff alternative is coming,user_7277,2025-10-09T01:38:10.547703,This is exactly what we need.,75,16,neutral
Android's Handoff alternative is coming,user_8648,2025-10-09T01:38:10.547707,"Finally, leadership we can trust.",77,21,positive
Android's Handoff alternative is coming,user_6653,2025-10-09T01:38:10.547711,This shows accountability.,63,47,neutral
Android's Handoff alternative is coming,user_6840,2025-10-09T01:38:10.547714,Glad to see this happening.,65,9,positive
Android's Handoff alternative is coming,user_3429,2025-10-09T01:38:10.547717,This will strengthen our country.,18,6,positive
Android's Handoff alternative is coming,user_6609,2025-10-09T01:38:10.547720,"Finally, leadership we can trust.",36,48,positive
Android's Handoff alternative is coming,user_5472,2025-10-09T01:38:10.547723,"Finally, leadership we can trust.",8,12,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_7885,2025-10-09T01:38:10.547727,"Finally, leadership we can trust.",54,9,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_5700,2025-10-09T01:38:10.547730,Right decision at the right time.,7,28,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_4423,2025-10-09T01:38:10.547733,Glad to see this happening.,70,21,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_9797,2025-10-09T01:38:10.547736,This shows accountability.,46,36,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_1926,2025-10-09T01:38:10.547739,"Finally, leadership we can trust.",83,36,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_6506,2025-10-09T01:38:10.547741,This is exactly what we need.,80,47,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_8748,2025-10-09T01:38:10.547744,About time someone took action!,42,13,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_4954,2025-10-09T01:38:10.547748,Strong leadership is what we need.,9,11,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_9476,2025-10-09T01:38:10.547751,This will strengthen our country.,29,20,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_6323,2025-10-09T01:38:10.547754,Strong leadership is what we need.,81,20,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_2026,2025-10-09T01:38:10.547756,Glad to see this happening.,71,18,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_5238,2025-10-09T01:38:10.547761,This is exactly what we need.,36,44,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_1198,2025-10-09T01:38:10.547764,About time someone took action!,21,8,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_1546,2025-10-09T01:38:10.547767,This will strengthen our country.,45,0,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_9613,2025-10-09T01:38:10.547770,About time someone took action!,7,42,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_1264,2025-10-09T01:38:10.547773,Right decision at the right time.,95,42,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_3710,2025-10-09T01:38:10.547776,Couldn't agree more with this approach.,83,25,negative
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_8863,2025-10-09T01:38:10.547779,Makes perfect sense to me.,81,32,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_6074,2025-10-09T01:38:10.547781,Couldn't agree more with this approach.,21,50,negative
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_2796,2025-10-09T01:38:10.547784,Couldn't agree more with this approach.,78,29,negative
